Sample,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
Class,QC,QC,QC,Blank,QC,QC,QC,Class 3,Class 1,Class 2,Class 1,Class 3,Class 3,QC,Class 4,Class 2,Class 4,Class 3,Class 4,Class 4,QC,Class 1,Class 1,Class 1,Class 1,Class 2,Class 2,QC,Class 3,Class 3,Class 4,Class 4,Class 2,Class 2,QC,QC,Blank
5133,1344618,1315894,1327812,NaN,1521894,1658077,1377527,NaN,NaN,1241203,NaN,NaN,1742011,1561259,1501085,2092236,NaN,1276210,1334431,1200768,1629733,NaN,NaN,2197001,NaN,NaN,NaN,1380018,NaN,NaN,NaN,NaN,NaN,NaN,1645144,1285050,NaN
5134,8672123,10666229,8989238,2523166,10052014,7962128,10418696,21149569,3917692,16500148,19776679,81180548,8452901,8584920,58635416,4337458,21351765,15328131,9170013,23784604,10669698,NaN,44122269,28625786,54537624,17909979,78725480,8457349,21188215,14665388,20400613,13710329,5936409,23762388,10918853,9301427,NaN
5135,2892287,3308885,3452136,NaN,3116083,3028798,3040011,3356231,2715571,2645375,3625819,3475645,2770015,3365111,3079081,2963306,3313114,2775566,3203428,3626223,2994216,3601925,2696663,3317089,3194331,3644622,3533926,3345956,3685436,3554670,3603253,3173914,2652594,4197281,2883859,3069739,NaN
5136,6436811,7145513,4985156,NaN,5948931,5801579,6210267,5162538,3887158,6225784,11651845,11764547,6982769,5721077,5982288,6108767,2441784,6317101,6313077,NaN,5825779,2654673,10977427,2464600,8185120,3725865,12530914,4387131,5807636,11599382,3620771,2271764,2522745,10389044,6802278,6173776,NaN
5137,112393952,122015847,123859406,NaN,127030199,124715488,127982564,108684413,58044614,96068085,323982309,230510533,20242131,113730495,51823678,173422815,157860724,51814614,216195948,180895271,130224661,62674451,93294562,80711068,218030500,177592819,71289808,104629272,245678667,77358532,87705691,22256270,89094659,129011577,138877810,118376642,NaN
5138,14694582,12776275,15559168,NaN,13765045,17448835,12991038,18729611,13226905,10556122,10878516,63146938,12948773,13755347,15107438,11633037,16837278,10217641,12286525,19499758,15448396,17661975,71119414,14376951,13138965,18546972,59443776,13995331,14671558,67878412,21405241,15455689,14543861,68934708,15598289,14805126,NaN
5139,4087222,2490861,2198803,4973077,6937105,9732351,11289412,1355081,2493345,4299244,NaN,NaN,1120188,15148638,1435580,2268474,3925897,2089351,1774189,1674183,14414950,NaN,NaN,2664766,3785318,2558825,NaN,18376622,4705206,2855220,1409892,1908009,2311856,NaN,17567091,24268012,8162688
5140,NaN,1593282,2286509,NaN,NaN,NaN,1693882,1884552,3151948,1589923,NaN,NaN,2130385,2343616,3407697,2140583,1456304,1295241,1332318,1452499,2036981,2077220,NaN,1859410,1847593,1201977,NaN,1921745,NaN,1404307,1145456,1787814,2594520,2950739,2437738,2153518,NaN
5141,2692619,4304424,1702116,1807911,3793404,1679375,4190268,1308420,1301867,2447819,1763517,NaN,2280003,1929332,3418468,2369848,2963476,8086120,8460943,NaN,3916283,NaN,3494639,8522981,NaN,6338856,NaN,1984523,6514624,NaN,6152501,NaN,1985793,774692,2615380,2224784,NaN
5142,4461778,4644574,5574301,NaN,3948722,5344443,4260046,5994827,3954152,3638239,3709816,3126213,3351591,4601553,5321664,4154757,4832681,2579959,3577947,5918245,4479846,5309699,2884745,3931917,4350315,6073678,11280101,4884332,3563060,12853050,7100665,4354060,4556263,11703007,4772431,4687095,NaN
5143,737142,2545908,3048735,1161291,1846501,1879327,2181512,NaN,NaN,9813317,8620882,NaN,18600874,2065818,9302569,NaN,5113183,2107451,3879752,NaN,2307545,48121529,16476234,4718400,NaN,2578833,NaN,2265956,3660025,NaN,4204078,5365080,612927,NaN,2777626,617888,793809
5144,37713020,37763203,37256708,NaN,27616749,36156158,31716788,8612183,22935624,54887026,NaN,33298020,57391987,32482697,62450036,55025516,10114694,77392015,55666909,8897831,26843974,26891882,36065834,76481679,21150096,55160307,30801368,31285275,16123568,6064083,42910660,4618072,52060111,9647294,8823213,31925860,NaN
5145,2301003,2067067,2293262,NaN,1992116,2496790,2400827,2933105,1834477,1694044,NaN,NaN,NaN,2463408,2437790,NaN,2785402,1505825,1553729,2881673,2355736,2936845,NaN,1883093,2300163,2578516,NaN,2376992,3805177,NaN,2836299,2547422,1412604,NaN,2327262,1973103,NaN
5146,17810736,17463416,17402831,NaN,18531890,17773532,19636420,16280273,18105009,16663849,30822675,19516346,13278878,16618601,13352458,14106506,13704800,9490718,16918507,21081751,18524167,17010413,30680551,18161474,21390459,20152645,25681157,18168091,24430171,24229513,20204950,17102202,18926363,28000541,22528958,17928848,NaN
5147,30065908,31827052,31981428,NaN,33504308,33188262,33793879,28250585,14463745,25035985,85416134,60148071,5069972,29707942,13509823,45485498,41909542,13011051,57239802,47955216,34396445,16230812,22481467,20374096,58566988,47215284,17578555,27529403,65011280,18418457,22156151,5081297,23129110,34095164,35823356,31748995,NaN
5148,NaN,NaN,1076277,278331,753984,NaN,NaN,987573,1321545,8034050,6019628,3970832,14031961,1096769,6598576,NaN,2450491,2108112,2236261,3514399,1222106,14428370,10965358,3862903,4296282,NaN,1558138,717730,NaN,NaN,3074665,3550308,1221303,5164620,NaN,NaN,NaN
5149,7688135,7944384,8265381,NaN,7298749,8016068,6969633,8864269,7414944,5738297,5998612,5253014,6011887,7918998,7832281,6856549,9248534,5371178,7579493,9864881,7524538,9125118,4311174,7184788,7867664,10566107,5956954,7267682,7063437,5690504,12859885,8175454,8808175,5196571,9131047,7825674,NaN
5150,1305369,1218213,1020735,NaN,1037268,1068586,1084350,1801627,1770073,1733456,5278395,9244584,1319372,1506558,2245485,1655130,1320579,4088239,8800178,6051804,1823314,922738,6748780,1273633,2841935,4352633,4389583,2083162,3098156,5952056,3270059,1283755,2542866,3015801,2105642,1825610,NaN
5151,2866828,2070833,1949942,3893338,5973546,7578810,9058760,1062317,2001919,3268115,NaN,NaN,826499,12185675,1446566,1552906,3047650,1734599,1383772,1190403,11381201,693824,678699,2010898,2987592,1990134,NaN,13883173,3404035,NaN,705526,NaN,1801420,NaN,13655378,17986307,6384022
5152,7271740,10108425,9017560,715506,9828709,8247031,9111107,4223041,4834886,9073736,4753899,15275332,9465642,6076774,NaN,NaN,7881871,14438764,13165623,6008373,10103894,65966043,22451752,30167161,15126496,9383722,18756774,7451892,14232411,8368958,12540255,3788095,7106567,8266736,NaN,6730230,443578
5153,16865662,14638197,15382138,NaN,11946140,15717286,13372115,NaN,11290435,23903536,NaN,NaN,22037078,13697700,26581945,21866624,NaN,31347806,24604109,NaN,9052010,NaN,14693476,29245559,NaN,23282811,NaN,12272002,4934548,NaN,18078213,NaN,24969430,NaN,3732041,12308048,NaN
5154,NaN,836225,862456,NaN,813726,833406,872102,740457,NaN,985454,1009719,1304519,813551,817045,798422,NaN,811647,853138,923493,1858993,1052308,1600367,NaN,893392,818879,1329486,1052408,946270,857686,867621,888928,841444,963186,1099031,696380,947990,NaN
5155,22757472,24427763,25395674,NaN,26047304,24822905,24912026,21801399,11281514,19657886,64756581,46280211,3565210,22252169,9958844,35508649,31484404,10420756,43340215,36513391,26039307,12289960,18717308,16199220,44413181,35188538,13893097,20337062,49915782,14881452,16475043,3695910,17439450,26260646,27774986,24273588,NaN
5156,11042057,10398307,9802200,NaN,9908671,9724527,10596280,14841489,6612022,7436986,5160936,17111290,8578761,10888815,6997708,4877430,15461784,4977065,NaN,9501877,10415881,11794541,5809504,4631591,18151757,8823599,22374952,10382933,15706132,15755170,9307809,16391036,4755878,8251856,11631143,10645286,NaN
5157,NaN,NaN,NaN,NaN,1471585,1378483,1487112,1555654,NaN,NaN,4026604,2317218,1544172,1629709,1653406,NaN,1806384,3211235,NaN,3092480,NaN,NaN,3499078,NaN,2081178,NaN,3626711,1976568,3271024,4388398,NaN,2693584,2870726,4301290,NaN,1870056,NaN
5158,17508738,17823566,17599794,NaN,17977697,17054083,18229055,24902621,14204570,16197401,29452728,19784061,19251998,17270718,17738847,15737593,16577934,10565605,12691089,13569642,18601545,15472088,21787078,20035106,15343064,14576060,19775431,17242366,20252454,18823695,12641430,17283000,21152736,22122285,19538789,19280286,NaN
5159,3074081,NaN,NaN,NaN,3538097,2211966,3463757,995827,NaN,NaN,1553589,4206483,NaN,3338171,NaN,NaN,1760665,4208841,3675689,1634546,NaN,24303463,NaN,11906139,3051451,3877203,5452923,2301932,4217674,2603202,13369897,760313,2306571,2057377,NaN,NaN,NaN
5160,20596453,30226162,15120913,NaN,30927061,19986623,31985018,24012032,15583028,12495040,235581021,160775925,11971938,18865968,7860104,9327878,5988091,10714378,16696676,24037427,28567449,9785472,161445279,6577199,34042464,13150044,219446002,21772029,NaN,163293526,9178746,4127065,17743819,NaN,18606625,16279623,NaN
5161,3306912,3678244,3912400,NaN,4086272,3829217,3835877,3359794,1650023,2949170,9807638,NaN,NaN,3316066,1364109,5787532,4936729,1535469,6519246,5750083,3790071,NaN,NaN,2127147,6970988,5425203,NaN,3092924,7563310,NaN,NaN,NaN,2518248,NaN,4130199,3405013,NaN
5162,NaN,3705430,3881635,NaN,3726567,5152804,4902190,NaN,6083634,7371120,9657686,6884695,4449984,2288468,8075579,6937690,4090387,NaN,3159521,8435107,5206520,4547806,9892100,7271466,5159170,7794653,3499969,NaN,4765681,4830129,3409879,NaN,6518978,8695647,5062996,4641197,NaN
5163,4660267,4870808,4749021,NaN,4712025,4510209,4807004,6321649,3322958,4225613,7662759,4675205,5061185,4815533,4974940,3854114,4743395,2683723,3554016,4151992,4888929,4046591,5324130,5265112,3737768,3690248,4853861,4279137,5466073,4963047,3294664,4414933,5452587,5891708,4795006,4988782,NaN
5164,54008577,41845813,40355558,NaN,40556434,38747755,39078347,63361262,129535291,95545663,212612199,22793291,59236403,49808458,82970529,19029123,33359551,NaN,14226749,34907467,49315553,67857847,147050577,74250900,34734862,73428186,274732401,67838794,100642680,160421983,74332991,63426829,136684475,263361634,63981812,62931305,NaN
5165,44481140,50063086,40798293,NaN,43803063,40025150,45416090,NaN,18716126,29336575,NaN,NaN,28964682,34625797,46727970,36187173,13099095,91062318,82708982,4723004,37352358,64128642,55727813,140737524,11578445,50643180,NaN,35479011,50661149,NaN,49655633,5838890,39531449,NaN,14904265,31718725,NaN
5166,24699848,33490232,35472056,NaN,36621690,35133917,36260323,23175959,22695071,31412583,60569121,34612548,7959038,28838547,26093012,30568804,20592671,60104239,27410882,34030745,35649788,22309276,100640435,53697209,33561007,27360212,34911833,26763170,39190125,34532076,16158274,9410397,30893370,52590397,41545419,40030464,NaN
5167,1393804,1130149,1357128,NaN,954259,1088375,1058407,NaN,1499873,1816892,NaN,NaN,2455600,1111938,904968,730693,623478,641363,NaN,NaN,858497,NaN,NaN,787163,1800200,NaN,NaN,1015980,NaN,NaN,NaN,956387,533863,NaN,822601,1130264,NaN
5168,24198073,25228792,24098747,NaN,26315128,25745068,26293843,28197200,17112861,21842642,43566734,60776508,26983646,24688043,23153528,23727312,19379160,19394588,21915907,30696651,29017310,19070744,46411386,18336386,31938933,24503411,62004003,25927507,36108429,50031451,26983718,20724248,22276535,43709137,33992652,24456707,NaN
5169,2247082,2478762,2458319,NaN,2582886,2294608,2258288,3264327,2006289,2031887,3524561,2309167,2377043,1980795,2143906,2200134,2442163,1520162,1505088,1659504,2438103,NaN,2571552,2569048,2291590,1898108,2294320,2247938,2790344,2499184,1470044,2539694,2816607,2641343,2678369,2360053,NaN
5170,3257540,2466013,2655823,NaN,2739819,2621181,2505527,5198563,3455049,2604636,NaN,NaN,4762375,2358365,NaN,2481991,2586784,NaN,NaN,2044354,2618387,2618993,NaN,NaN,5677551,1846823,NaN,2424563,1751134,NaN,1623781,3675412,3115737,1996440,2949838,2903378,NaN
5171,15134429,10940633,10885746,NaN,8905960,8692832,9491151,18209698,40841450,29748317,64580219,4093121,17716203,13334686,25659296,NaN,8805070,NaN,NaN,9937677,15427816,20910788,41801114,20146615,8837394,22127313,88266958,20718675,30602058,52084372,22152864,19754942,44718397,83049263,20052045,17429495,NaN
5172,3671059,3191622,2266150,NaN,3404095,NaN,3448918,3477333,10396757,6961429,9050551,2904588,4658993,3144077,7134553,NaN,1135305,NaN,4150331,1340298,2982223,NaN,9088519,5969140,2858618,NaN,7453916,3255930,4310440,6244371,NaN,1892098,6192994,8220054,3864400,2398115,NaN
5173,34332792,34021509,32740909,NaN,30490484,29142149,31725638,32943190,24113740,31632059,42470228,35730698,36578228,29608175,28130191,30604095,19866496,27713195,31096459,34585839,29902122,18595774,37211875,NaN,35930979,31506724,43110609,33272062,34812493,41833413,23710433,21924990,20979110,41005343,30398149,33288334,NaN
5174,19936297,22628538,16859513,NaN,16312749,16792893,18912462,NaN,7979067,12414445,NaN,NaN,11919731,14198077,18275643,16586534,NaN,40458921,37249202,NaN,15951758,25018327,22569581,56373108,4630523,21206303,NaN,13914215,18633980,NaN,21916763,NaN,15991252,NaN,6982625,16105176,NaN
5175,10007386,10404699,9954633,NaN,11027815,10744783,13340616,11205690,9623732,8106792,7180009,3756873,7896347,9767857,7792762,8159958,8444557,8104849,9215981,11547795,13611770,9270996,6955723,9007917,10247177,8052955,6998279,9743412,34890430,25255129,8781359,8056545,9095297,39242277,15719983,8838451,NaN
5176,13033118,19109577,9926706,NaN,18875479,13082148,20732875,NaN,10584317,NaN,153822261,108487482,NaN,12345154,NaN,5837941,3507407,7155142,11588474,NaN,NaN,6033147,111092578,4333504,22254076,8147247,146412379,14747737,NaN,106996493,5974229,NaN,12377608,43227657,12520806,11194507,NaN
5177,13308485,18116000,19546350,NaN,19484681,19791523,19755226,12492912,12123270,17982271,32384901,18255189,NaN,15844996,13553281,17063473,10704616,33325371,14310995,18158287,20451278,12151420,56829069,28837607,17899079,15497975,18417688,14275943,21405967,17980678,8453759,NaN,16703912,28537470,23147706,21785215,NaN
5178,10337418,10405886,10910608,NaN,10751443,8300632,11150049,10735352,6945344,9858633,12928652,10525536,11080975,9445721,8187980,9051703,5646790,NaN,8671230,10699227,11027156,NaN,NaN,NaN,12432954,9427335,13064759,10840246,11076744,13228648,7481402,6985792,NaN,12931213,9500999,11475737,NaN
5179,5970110,5735919,5358822,NaN,3967694,4160309,5019426,4886658,7322946,5006380,5597737,NaN,2902064,5579117,2106882,3122583,6009246,3555506,5177370,6753846,4926807,4557120,3382169,2983351,6907392,7454213,6246790,4471312,6196463,3062149,5094832,5601619,6732220,5439400,7252170,5166201,NaN
5180,NaN,2720897,NaN,NaN,NaN,NaN,NaN,NaN,11554380,7680873,23797905,NaN,4480342,NaN,7141929,NaN,NaN,NaN,NaN,NaN,3060508,5327028,14380058,5170167,NaN,5987432,27474613,NaN,6675875,16107162,6357399,4244561,11504889,26035670,3575049,NaN,NaN
5181,NaN,14606564,13548938,NaN,13231323,12919544,NaN,13702270,9874184,NaN,17951067,14524221,NaN,NaN,11233519,NaN,NaN,11522607,12155487,14821176,12237652,7155377,15094636,8676053,15689378,10910964,17951675,13708487,14716959,16690215,NaN,10085552,7899096,17240193,12087286,13622996,NaN
5182,33086351,50032162,19905857,18871534,73087487,27741079,49509740,11540477,19693270,45909567,96776006,38479326,28014199,32943987,40694544,39117213,39560289,103389516,124114250,36423849,49722798,60275456,60052242,113338068,40343031,71170160,2968366,31148248,92694791,19735806,47145836,14078207,25092966,12258418,34010187,27587137,4347637
5183,6779034,6920330,6469033,NaN,7864003,7274141,8292859,7783483,6206505,5882948,4070562,2797502,5734300,5809917,5080441,5554474,5452180,5614557,5416309,7399084,9345415,5786753,4664724,5764199,7746613,5189626,4674889,7165042,22656346,17171811,5074450,4956365,7156964,27607513,10977400,6646058,NaN
5184,1168591,2432087,1175543,NaN,2388085,1695253,1951684,1733228,918865,NaN,18153684,11904058,NaN,1106630,NaN,NaN,NaN,801987,1085318,1598735,1607040,NaN,12326024,444265,2650385,842498,16627493,1284017,2412342,12235380,NaN,NaN,1345578,5085706,1318491,886254,NaN
5185,1113432,1091328,1277190,NaN,1531728,1049466,1369666,728980,1264851,1640396,2450956,NaN,1184977,1293035,970534,1526914,703404,1600799,1994442,1393260,1092103,NaN,1765415,1872584,1247520,1425514,NaN,1272681,785035,NaN,1403582,757642,1848255,NaN,1072613,1434987,NaN
5186,14145079,20416191,20195240,NaN,21012202,20777760,20675618,13524176,13096254,18753657,34436653,19914729,4314156,16511933,15167350,17967748,12165390,34581905,15978680,19313898,21082585,12890720,57424130,29162364,19231238,15517709,20191536,15133663,22496401,19733861,9043887,5491450,17708415,30293167,24324972,22602974,NaN
5187,NaN,2201860,1667008,NaN,1899905,1604955,2496751,2594526,811885,1800603,4282786,NaN,NaN,1536105,1561925,794439,795348,709916,NaN,NaN,2442607,NaN,5225463,NaN,5459793,2573329,5455597,1982145,5753466,6980285,2067344,1206212,NaN,5184338,2451018,1831212,NaN
5188,103394997,108171949,105021067,NaN,113320387,110118141,114870284,121231173,72394288,95379707,187262920,264296305,115873970,105869286,100830382,101550614,83142829,83182768,93523650,132527767,126772677,82725641,200462955,81094062,137135246,105195253,265667980,111075622,154405467,215414074,115190259,88076046,95681352,188828900,147836815,105974720,NaN
5189,NaN,2368822,NaN,NaN,2246479,2212176,2690902,1874507,1547024,1353663,NaN,NaN,1726188,1949159,NaN,NaN,1671707,1517554,1937872,1778592,2997886,1827236,NaN,NaN,2397365,1436646,NaN,2241779,8128427,6126473,1962247,NaN,1361902,9266048,3817505,1798107,NaN
5190,822919,813957,1041232,NaN,930339,1032968,1132040,NaN,819762,896434,2120957,NaN,NaN,960759,677918,983124,NaN,NaN,1173492,848828,1023791,NaN,1629848,1011784,1263720,1047342,1043630,666300,1571139,NaN,NaN,NaN,984247,2417616,1251557,1160321,NaN
5191,15827514,24277088,9554250,8866908,35784974,13067208,23807530,4784081,9632203,22647546,38519111,12358712,15523763,15428336,27854890,20993994,17717428,51362148,60558352,13462267,23580633,33036526,45318827,55389623,15383331,34355743,NaN,14629114,45839660,6893447,21190707,5608862,11834134,NaN,15646076,13693645,2233643
5192,2661549,2122835,1721885,NaN,1833004,1700676,2615273,844780,1894585,2111981,1023618,NaN,1664229,2219847,NaN,1841969,1050713,NaN,2924553,774336,3333603,2219043,NaN,1210423,1994419,1595335,982502,1728378,7465086,4576530,1154491,1297685,2810549,591390,3348958,1759382,NaN
5193,4968462,6936085,7340525,NaN,7708486,7637348,7568635,4342432,4471838,6852567,12523003,7080656,NaN,5485124,6008344,6140562,3904711,12643449,5536833,7091036,7459252,4706072,21391899,10779092,7014100,5633775,6966851,5606165,7869950,6699920,2984368,NaN,6154270,10772966,8868809,8082214,NaN
5194,12958425,13851980,13131717,NaN,14491588,14105196,14556975,15349028,8940570,12020721,23416720,33182278,14799390,13532782,12809180,13174109,10518394,10351104,11815758,17312935,15859039,10365669,25958290,10286921,17738472,13227889,34411086,14425212,20274389,27807592,15245246,11185744,12049961,24516191,19138405,13382170,NaN
5195,838932,1460276,NaN,NaN,NaN,732151,768662,782039,905105,NaN,7376656,3582455,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1173575,NaN,625124,2815465,NaN,1136756,788996,4619714,761753,1552078,6007977,NaN,NaN,931597,3440222,NaN,924919,NaN
5196,1017360,929969,1089915,297429,966265,NaN,NaN,NaN,NaN,NaN,1178774,2639741,1040695,925542,NaN,437587,735593,NaN,NaN,1746720,1034288,NaN,1413529,NaN,1427751,NaN,1602436,NaN,NaN,NaN,NaN,967446,2388216,1253767,1043540,896521,214477
5197,3729787,6272738,2525497,2332784,8751393,3436017,6037437,1495134,2341010,5784077,10124650,NaN,4046293,4084866,12950917,5538943,5807159,12559509,15546686,3562208,5963253,25219967,8681075,15892659,3636580,9383980,NaN,3759682,11231906,1494484,5483229,NaN,3084846,NaN,4174780,3522854,NaN
5198,47406683,48785511,48563544,NaN,45008694,44096919,44044317,44792207,53441002,40206916,41474012,12260894,24155831,48075897,34981087,30924772,47965354,32471875,40860955,55906368,39537322,40939495,29704454,41810403,48305936,51909190,43992192,43465603,45558677,32954697,56488530,42876767,42199382,36040745,29054297,43602804,NaN
5199,425295173,425810951,435753903,NaN,409364886,404745630,422595560,454282445,392887469,353088952,516623107,436122697,335069883,410581169,356376998,354187981,460927176,319878865,369610475,551107703,432599856,413211844,359447201,349547534,521212291,493149668,483773636,417876982,671394588,563043985,478092967,410992770,354434117,577057505,443724536,436174848,NaN
5200,2582554,3994694,4268394,NaN,4234221,3937094,3833491,2607824,2753961,4085456,8283041,4009813,678589,2899634,2878478,3450694,2155576,6853873,3528364,3085191,3641321,2578567,11226960,6699748,3303940,2988017,3739215,2810048,3934406,3180697,1647420,1026778,3302700,5649717,4025429,4528130,NaN
5201,205366459,217733415,212157815,NaN,227868372,221068162,230400453,243126941,144677913,190849672,366854403,531240999,232016820,211312589,201065830,204410894,167672047,166445101,187374286,264365629,254558719,164529538,402876216,161908001,274452111,208701588,528719809,223987369,310081188,435020759,230849703,177598456,188996626,378132031,296986133,213533291,NaN
5202,2972194,3041422,3247864,NaN,2674060,2532217,2968427,3184117,2699304,1927474,3520316,2887388,1754358,2007804,2143637,2386093,3150389,2075029,2492423,4063484,2315261,2422288,1015088,2145932,3695333,3188460,2895350,2501560,4818345,4759022,2990645,2581000,2364663,4531103,3168776,3324560,NaN
5203,717272,1263487,NaN,474873,1693978,NaN,1063706,NaN,NaN,NaN,NaN,NaN,5648658,781552,1936501,1076339,NaN,2385004,2540631,NaN,1263080,9229834,NaN,3872077,NaN,1534912,836397,NaN,1832409,NaN,NaN,1447801,504932,1480516,NaN,580621,NaN
5204,27274991,30184039,30915177,NaN,26970828,25767242,28113927,27274046,32209969,23890790,25917866,8044177,15257073,27754637,21166005,17392687,28697697,20566272,26275666,33912966,23680964,25865209,19045916,25736421,28382696,34510764,25936016,28889923,27216526,19842003,34250063,28932129,25778893,21346135,17748487,27323785,NaN
5205,62020864,60123506,61233630,NaN,57187208,55940424,58852142,64761178,54347237,49401652,66720709,57607340,46366530,54483325,50612905,49391454,66409325,44473432,52102750,80879644,59197987,60401309,47318084,48082107,74794456,68717850,62679697,59140596,96219210,74055603,68903224,57811274,49880077,78312883,62866462,60573375,NaN
5206,NaN,3405964,3192724,NaN,3172882,3064739,3090702,2106102,2112359,2808898,3297382,2663856,NaN,2516857,1958823,2305817,NaN,6254402,NaN,3084071,3059874,1882310,8716350,5237327,2828753,NaN,3180004,2278684,3842539,3061985,NaN,NaN,2799441,4674160,3919952,3985172,NaN
5207,29551012,30370769,30619738,NaN,32381511,31359162,33124803,35692012,19915191,27011571,53504644,77357541,32897081,30192739,29073135,29417819,23112900,23693018,27338234,38698234,36761556,23777089,57136845,23124719,39719108,29721064,77617103,32010160,46229736,65286707,33819409,25014533,27057252,55039289,44140024,30541532,NaN
5208,2057144,2022113,1911652,NaN,1928310,1898030,1756120,3825486,1659026,607382,NaN,4732043,2479399,1704301,NaN,NaN,4089348,NaN,NaN,3433913,1734641,3807621,NaN,NaN,3694128,1887886,13538442,1963264,3454272,6215324,2804109,4790563,NaN,1179651,2105321,1863141,NaN
5209,4449607,4009775,3025359,NaN,3623210,4305304,4321647,4768144,NaN,NaN,3525781,3235637,3153336,4110877,NaN,3024623,3595694,2765795,3409942,4994927,4019196,3862065,NaN,3602655,4602370,4705359,NaN,3821996,6603973,4638828,3773014,4583922,2916563,5561374,4108063,3979141,NaN
5210,3030131,3033810,3056795,NaN,NaN,3267621,NaN,4274567,3221448,NaN,4721751,5530466,3862063,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3045370,3294736,NaN,5028675,NaN,6834617,3119653,NaN,4535371,NaN,3703663,3362582,4816207,3425468,NaN,NaN
5211,10385332,11794333,NaN,NaN,9142924,9761336,10929692,NaN,NaN,NaN,18122872,9250782,NaN,NaN,NaN,5664446,NaN,16924085,14027533,NaN,7334700,NaN,8403977,3836363,NaN,NaN,2059970,9452478,4717384,2287610,NaN,NaN,NaN,NaN,8793403,7370618,NaN
5212,8448290,8026370,7634465,NaN,8054785,7115124,7551009,7073863,8957532,7003070,7305862,NaN,3616395,7558301,5832411,NaN,8636653,5938964,6246141,10702354,7204559,7085140,5086883,7452431,7523999,8395331,8198105,7469016,7842061,5543851,10297927,7654781,NaN,6474265,4550820,7840437,NaN
5213,293729970,295043412,299652953,NaN,281738863,278004065,292531619,315471088,272284751,241230857,357260471,300697131,230474111,283365493,244322865,245475649,321259230,222736256,256926166,387150235,295742494,285070508,252801314,242139730,357422449,338874044,331580283,289700040,465323236,385851927,333943978,281761836,244101827,399821170,306056573,298449107,NaN
5214,57381000,52771692,51781790,NaN,52042647,53280732,52850373,58874189,42348674,49739430,50200559,35116104,50625098,52357695,44700317,46800896,44519740,43126975,43861766,57461800,51074352,42916214,43089537,41643365,59404826,56872749,45602235,57016922,58531389,49583402,51228160,47957758,46969726,52045849,47377721,58586231,NaN
5215,247393241,260693084,256887359,NaN,271173331,267749131,276689416,294009693,175208889,229079623,452914335,640363749,279354984,253187187,242418376,244135771,201287158,201531449,226303339,319815795,306651489,198202760,484112499,195010077,331640258,252206868,639210411,268906245,375327585,522192395,276922895,212981713,227703695,452004843,356229708,256500607,NaN
5216,1959803,2820453,2532379,NaN,2389354,2489414,2244429,2621697,1625882,1654228,2028842,2085440,1826452,2024070,1568604,1662622,2670242,1852110,1657345,3266770,2342401,2252321,1246708,1691125,2905901,2591650,1827379,2115217,3983495,1945489,2625718,2984200,1830258,2929736,2762513,2604996,NaN
5217,47087858,40988270,41773011,NaN,40032721,39195028,41918103,59949420,32847634,50344119,74642770,124943492,9584300,39412512,12029081,29132467,50078958,98475020,53914135,38020470,43534240,19787954,33657731,39645660,90817938,50382111,87195255,45650482,65056057,51859827,31082782,19433001,30550548,55623787,51837393,43268193,NaN
5218,5164996,5584673,5635881,NaN,5564671,5468097,5349944,9955314,6757378,5681283,8296397,4267991,6164557,5488316,5770762,3704989,4603099,1533588,2786454,5417486,5749465,4965201,5485774,6442000,6290967,5844847,9282384,5939037,7229220,8455472,5424682,4665722,6592347,9566845,5993702,5836879,NaN
5219,18739699,16616766,17874636,NaN,16784512,15935156,16321053,19520443,NaN,16300415,15197277,10426270,16081787,17063801,14572585,16841832,13739287,14126318,15028969,18970344,15166933,14292250,13376346,13510034,18542506,17066706,14583669,NaN,18036219,14710098,16687004,15195888,14237821,16727667,15002593,18170842,NaN
5220,2610852,2663539,2774807,NaN,3091946,3144567,2949619,3226397,1854112,2390803,4827220,7674091,2982659,2846093,2507477,2743156,NaN,2347803,2398469,3468695,3417078,2020796,5413791,2133929,3573853,2795818,7238080,3243219,4255123,5990111,2966554,2341208,2505394,5139890,4308302,2824720,NaN
5221,31422823,32449579,33076903,NaN,30067201,30334709,30232803,34723845,29710072,26239942,37423935,31522222,24981547,31210998,25780331,26596072,35776043,24293961,27152862,42276229,32129775,31747405,26401753,25951665,40050265,35997528,34672605,31836567,49995933,41910231,35963956,31742294,25806371,43437465,32412141,32408924,NaN
5222,107619072,104577354,113367274,NaN,109939901,116342335,105145944,131986985,103141913,88667073,86120338,74361113,104954472,110561364,110965724,95615356,119692448,74605616,95679637,142893435,111234794,115322780,68797747,103493385,113943059,130052383,87745762,119847055,123235051,88248050,140297399,119901148,116517873,80653061,129247850,113284217,NaN
5223,30451710,32349804,31555382,NaN,34788250,33312594,34367848,37133720,21188294,27910386,56043388,83099292,34451178,32352368,30139043,31202320,24763919,24895045,28511541,40723056,39303373,24270575,61851932,24505728,41959589,32061136,82291045,33886068,49151751,68529325,35135430,25861337,29192609,58308998,47120201,32578807,NaN
